rentcafe_property_code,voyager_property_code,voyager_property_id,property_name,property_address,rentcafe_property_id
p1655492,ATL00240,3771,4060 W Stubbs Rd,"4060 W Stubbs Rd, College Park, GA, 30349",1687349
p1655493,ATL00241,3772,265 Highwind Way,"265 Highwind Way, Fairburn, GA, 30213",1687350
p1655494,ATL00242,3773,5542 Platte Drive,"5542 Platte Drive, Ellenwood, GA, 30294",1687351
p1655495,ATL00243,3774,7785 Tara Oak Place,"7785 Tara Oak Place, Riverdale, GA, 30274",1687352
p1655497,ATL00245,3776,850 Malvern Boulevard,"850 Malvern Boulevard, Stone Mountain, GA, 30087",1687354
p1655498,ATL00246,3777,7543 Chad's Circle,"7543 Chad's Circle, Jonesboro, GA, 30236",1687355
p1655499,ATL00247,3778,916 South Deshon Road,"916 South Deshon Road, Lithonia, GA, 30058",1687356
p1655500,ATL00248,3779,4040 Casa Verde Dr,"4040 Casa Verde Dr, Atlanta, GA, 30349",1687357
p1655501,ATL00249,3780,527 Greyhawk Way,"527 Greyhawk Way, Fairburn, GA, 30213",1687358
p1655502,ATL00250,3781,6673 Woodfield Lane,"6673 Woodfield Lane, Rex, GA, 30273",1687359
p1655503,ATL00251,3782,813 Ravins Way,"813 Ravins Way, Stockbridge, GA, 30281",1687360
p1655504,ATL00252,3783,"2025 Briar Ridge Way, SW","2025 Briar Ridge Way, SW, Atlanta, GA, 30331",1687361
p1655505,ATL00253,3784,6877 Estepona Street,"6877 Estepona Street, Atlanta, GA, 30349",1687362
p1655506,ATL00254,3785,522 Pecan Wood Circle,"522 Pecan Wood Circle, Fairburn, GA, 30213",1687363
p1655507,ATL00255,3786,603 Rosewood Circle,"603 Rosewood Circle, Jonesboro, GA, 30238",1687364
p1655508,ATL00256,3787,800 Lake Ridge Drive,"800 Lake Ridge Drive, McDonough, GA, 30253",1687365
p1655509,ATL00257,3788,772 Castlebrooke Drive,"772 Castlebrooke Drive, Jonesboro, GA, 30238",1687366
p1655510,ATL00258,3789,6022 Birdseye Trail,"6022 Birdseye Trail, College Park, GA, 30349",1687367
p1655511,ATL00259,3790,505 Village Circle,"505 Village Circle, Stockbridge, GA, 30281",1687368
p1655512,ATL00260,3791,5900 Homestead Circle,"5900 Homestead Circle, Rex, GA, 30273",1687369
p1655513,ATL00261,3792,7204 Toccoa Circle,"7204 Toccoa Circle, Union City, GA, 30291",1687370
p1655514,ATL00262,3793,752 Ashley Lane,"752 Ashley Lane, Stone Mountain, GA, 30087",1687371
p1655515,ATL00263,3794,3960 Keystone Pl,"3960 Keystone Pl, Conley, GA, 30288",1687372
p1655516,ATL00264,3795,534 Zachary Court,"534 Zachary Court, Stone Mountain, GA, 30083",1687373
p1655517,ATL00265,3796,476 Rosewood Circle,"476 Rosewood Circle, Jonesboro, GA, 30238",1687374
p1655518,ATL00266,3797,5682 Phillips Drive,"5682 Phillips Drive, Morrow, GA, 30260",1687375
p1655519,ATL00267,3798,3947 Sue Ln,"3947 Sue Ln, Decatur, GA, 30035",1687376
p1655520,ATL00268,3799,4942 Larkspur Lane,"4942 Larkspur Lane, Atlanta, GA, 30349",1687377
p1655521,ATL00269,3800,7491 Sandstone Lane,"7491 Sandstone Lane, Union City, GA, 30291",1687378
p1655522,ATL00270,3801,3686 Hudson Way,"3686 Hudson Way, Rex, GA, 30273",1687379
p1655523,ATL00271,3802,4778 Jackam Ridge Court,"4778 Jackam Ridge Court, Lithonia, GA, 30038",1687380
p1655524,ATL00272,3803,3941 Wood Path Dr,"3941 Wood Path Dr, Stone Mountain, GA, 30083",1687381
p1655525,ATL00273,3804,6696 Hill Creek Cove,"6696 Hill Creek Cove, Lithonia, GA, 30058",1687382
p1655526,ATL00274,3805,4909 Brookwood Place,"4909 Brookwood Place, College Park, GA, 30349",1687383
p1655527,ATL00275,3806,3317 Springside Ridge,"3317 Springside Ridge, Decatur, GA, 30034",1687384
p1655528,ATL00276,3807,3765 Mays Crossing SW,"3765 Mays Crossing SW, Atlanta, GA, 30331",1687385
p1655529,ATL00277,3808,4257 Northridge Trail,"4257 Northridge Trail, Ellenwood, GA, 30294",1687386
p1655530,ATL00278,3809,3893 Cloudland Dr,"3893 Cloudland Dr, Snellville, GA, 30039",1687387
p1655531,ATL00279,3810,"6290 Shell Drive, SW","6290 Shell Drive, SW, Atlanta, GA, 30331",1687388
p1655532,ATL00280,3811,4848 Browns Mill Ferry Road,"4848 Browns Mill Ferry Road, Lithonia, GA, 30038",1687389
p1655533,ATL00281,3812,3249 Georgian Woods Circle,"3249 Georgian Woods Circle, Decatur, GA, 30034",1687390
p1655534,ATL00282,3813,2472 Westhill Ct,"2472 Westhill Ct, Norcross, GA, 30071",1687391
p1655535,ATL00283,3814,1253 Branchfield Court,"1253 Branchfield Court, Riverdale, GA, 30296",1687392
p1655536,ATL00284,3815,3868 Springleaf Pt,"3868 Springleaf Pt, Stone Mtn, GA, 30083",1687393
p1655537,ATL00285,3816,616 Pipkin Drive,"616 Pipkin Drive, McDonough, GA, 30253",1687394
p1655538,ATL00286,3817,7981 Palomino Pass,"7981 Palomino Pass, Riverdale, GA, 30274",1687395
p1655539,ATL00287,3818,4599 Jackybell Trail,"4599 Jackybell Trail, Decatur, GA, 30034",1687396
p1655540,ATL00288,3819,468 East Lake Drive,"468 East Lake Drive, Riverdale, GA, 30274",1687397
p1655541,ATL00289,3820,6864 Almont Cove,"6864 Almont Cove, Stone Mountain, GA, 30087",1687398
p1655542,ATL00290,3821,4300 Ravenwood Dr,"4300 Ravenwood Dr, Union City, GA, 30291",1687399
p1655543,ATL00291,3822,2640 Brandenberry Drive,"2640 Brandenberry Drive, Decatur, GA, 30034",1687400
p1655544,ATL00292,3823,771 South Pine St,"771 South Pine St, Conyers, GA, 30012",1687401
p1655545,ATL00293,3824,431 Buckboard Lane,"431 Buckboard Lane, Locust Grove, GA, 30248",1687402
p1655546,ATL00294,3825,3759 Sandy Shoals Ln,"3759 Sandy Shoals Ln, Decatur, GA, 30034",1687403
p1655547,ATL00295,3826,621 Saint Marys Court,"621 Saint Marys Court, Ellenwood, GA, 30294",1687404
p1655548,ATL00296,3827,2047 Wellborn Close,"2047 Wellborn Close, Lithonia, GA, 30058",1687405
p1655549,ATL00297,3828,4400 Westchester Ct,"4400 Westchester Ct, Decatur, GA, 30035",1687406
p1655550,ATL00298,3829,3912 Misty Lake,"3912 Misty Lake, Ellenwood, GA, 30294",1687407
p1655551,ATL00299,3830,410 Summer Hill Circle,"410 Summer Hill Circle, Stockbridge, GA, 30281",1687408
p1655552,ATL00300,3831,3742 Harvest Dr,"3742 Harvest Dr, Decatur, GA, 30034",1687409
p1655553,ATL00301,3832,1349 North Hampton Drive,"1349 North Hampton Drive, Hampton, GA, 30228",1687410
p1655554,ATL00302,3833,1343 Interlaken Pass,"1343 Interlaken Pass, Jonesboro, GA, 30238",1687411
p1655555,ATL00303,3834,6142 Pembroke Drive,"6142 Pembroke Drive, Rex, GA, 30273",1687412
p1655556,ATL00304,3835,3475 Carriage Chase Road,"3475 Carriage Chase Road, Atlanta, GA, 30349",1687413
p1655557,ATL00305,3836,733 Shadow Lake Dr,"733 Shadow Lake Dr, Lithonia, GA, 30058",1687414
p1655558,ATL00306,3837,3918 Tolliver Hills Drive,"3918 Tolliver Hills Drive, Ellenwood, GA, 30294",1687415
p1655559,ATL00307,3838,980 Brigade Street,"980 Brigade Street, Stone Mountain, GA, 30087",1687416
p1655560,ATL00308,3839,3490 Andrea Lee Court,"3490 Andrea Lee Court, Snellville, GA, 30039",1687417
p1655561,ATL00309,3840,4994 Windsor Downs Drive,"4994 Windsor Downs Drive, Decatur, GA, 30035",1687418
p1655562,ATL00310,3841,11223 McDonough Ct,"11223 McDonough Ct, Hampton, GA, 30228",1687419
p1655563,ATL00311,3842,9547 Pintail Trail,"9547 Pintail Trail, Jonesboro, GA, 30238",1687420
p1655564,ATL00312,3843,3292 Westmart Lane,"3292 Westmart Lane, Atlanta, GA, 30340",1687421
p1655565,ATL00313,3844,3171 Kings Glen Trail,"3171 Kings Glen Trail, Decatur, GA, 30034",1687422
p1655566,ATL00314,3845,8316 Blackfoot Trail,"8316 Blackfoot Trail, Jonesboro, GA, 30236",1687423
p1655567,ATL00315,3846,3037 Parkland View,"3037 Parkland View, Atlanta, GA, 30331",1687424
p1655568,ATL00316,3847,712 Ford Place,"712 Ford Place, Scottdale, GA, 30079",1687425
p1655569,ATL00317,3848,3497 Charleston Court,"3497 Charleston Court, Decatur, GA, 30034",1687426
p1655570,ATL00318,3849,2840 Creekwood Dr,"2840 Creekwood Dr, Snellville, GA, 30078",1687427
p1655571,ATL00319,3850,630 Fern Terrace Southeast,"630 Fern Terrace Southeast, Conyers, GA, 30094",1687428
p1655572,ATL00320,3851,6465 Pine Ridge Way,"6465 Pine Ridge Way, Stone Mountain, GA, 30087",1687429
p1655573,ATL00321,3852,2851 Partin Place,"2851 Partin Place, Ellenwood, GA, 30294",1687430
p1655574,ATL00322,3853,3107 Far Emerald Land,"3107 Far Emerald Land, Union City, GA, 30291",1687431
p1655575,ATL00323,3854,7084 Merrywood Ct,"7084 Merrywood Ct, Fairburn, GA, 30213",1687432
p1655576,ATL00324,3855,630 Morrow Road,"630 Morrow Road, Forest Park, GA, 30297",1687433
p1655577,ATL00325,3856,2715 Boulder Pointe Way,"2715 Boulder Pointe Way, Ellenwood, GA, 30294",1687434
p1655578,ATL00326,3857,150 Ontario Drive,"150 Ontario Drive, Fairburn, GA, 30213",1687435
p1655579,ATL00327,3858,627 Stonemill Manor,"627 Stonemill Manor, Lithonia, GA, 30058",1687436
p1655580,ATL00328,3859,2899 Tipany Court,"2899 Tipany Court, Decatur, GA, 30034",1687437
p1655581,ATL00329,3860,107 Lake Terrace,"107 Lake Terrace, McDonough, GA, 30253",1687438
p1655582,ATL00330,3861,6110 Idlewood Pass,"6110 Idlewood Pass, Lithonia, GA, 30038",1687439
p1655583,ATL00331,3862,3612 Janna Ln SW,"3612 Janna Ln SW, Marietta, GA, 30008",1687440
p1655584,ATL00332,3863,6071 Waterton Way,"6071 Waterton Way, Lithonia, GA, 30058",1687441
p1655585,ATL00333,3864,2488 Field Spring Drive,"2488 Field Spring Drive, Lithonia, GA, 30058",1687442
p1655586,ATL00334,3865,2805 Harcourt Drive,"2805 Harcourt Drive, Locust Grove, GA, 30248",1687443
p1655587,ATL00335,3866,5758 Rock Shoals Way,"5758 Rock Shoals Way, Atlanta, GA, 30349",1687444
p1655588,ATL00336,3867,105 River Park Circle,"105 River Park Circle, McDonough, GA, 30252",1687445
p1655589,ATL00337,3868,155 Fieldstone Dr,"155 Fieldstone Dr, Fairburn, GA, 30213",1687446
p1655590,ATL00338,3869,4952 Monarch Cove,"4952 Monarch Cove, Lithonia, GA, 30038",1687447
p1655591,ATL00339,3870,10786 Spring Creek Dr,"10786 Spring Creek Dr, Hampton, GA, 30228",1687448
p1655592,ATL00340,3871,2168 Wingfoot Place,"2168 Wingfoot Place, Decatur, GA, 30035",1687449
p1655593,ATL00341,3872,1028 Leslie Place,"1028 Leslie Place, Lithonia, GA, 30058",1687450
p1655594,ATL00342,3873,486 Trinity Trl,"486 Trinity Trl, Ellenwood, GA, 30294",1687451
p1655595,ATL00343,3874,10445 Ivygate Ave,"10445 Ivygate Ave, Jonesboro, GA, 30238",1687452
p1655596,ATL00344,3875,702 Dunaire Way,"702 Dunaire Way, Jonesboro, GA, 30238",1687453
p1655597,ATL00345,3876,2373 Sapphire Court,"2373 Sapphire Court, Ellenwood, GA, 30294",1687454
p1655598,ATL00346,3877,4760 Snap Creek Lane,"4760 Snap Creek Lane, Decatur, GA, 30035",1687455
p1655599,ATL00347,3878,21 Horseshoe Bend,"21 Horseshoe Bend, Riverdale, GA, 30274",1687456
p1655600,ATL00348,3879,1332 Persimmon Court,"1332 Persimmon Court, Lithonia, GA, 30058",1687457
p1655601,ATL00349,3880,3455 Jessica Run,"3455 Jessica Run, Decatur, GA, 30034",1687458
p1655602,ATL00350,3881,1034 Sandy Ridge Rd,"1034 Sandy Ridge Rd, Mcdonough, GA, 30252",1687459
p1655603,ATL00351,3882,4164 Mistymorn Way,"4164 Mistymorn Way, Powder Springs, GA, 30127",1687460
p1655604,ATL00352,3883,1917 Dalton Way,"1917 Dalton Way, Hampton, GA, 30228",1687461
p1655605,ATL00353,3884,12339 Lakeside Parkway,"12339 Lakeside Parkway, Fayetteville, GA, 30215",1687462
p1655606,ATL00354,3885,3310 Weathered Wood Way,"3310 Weathered Wood Way, Rex, GA, 30273",1687463
p1655607,ATL00355,3886,6747 Saganaw Dr,"6747 Saganaw Dr, Rex, GA, 30273",1687464
p1655608,ATL00356,3887,1303 Birch Court,"1303 Birch Court, Lithonia, GA, 30058",1687465
p1655609,ATL00357,3888,10799 Misty Meadows Place,"10799 Misty Meadows Place, Hampton, GA, 30228",1687466
p1655610,ATL00358,3889,32 Clover Court,"32 Clover Court, Hampton, GA, 30228",1687467
p1655611,ATL00359,3890,3428 Sable Chase Ln,"3428 Sable Chase Ln, Atlanta, GA, 30349",1687468
p1655612,ATL00360,3891,3094 Oxbridge Way,"3094 Oxbridge Way, Lithonia, GA, 30038",1687469
p1655613,ATL00361,3892,3424 Spring Cir,"3424 Spring Cir, Decatur, GA, 30032",1687470
p1655614,ATL00362,3893,2937 Stone Creek Drive,"2937 Stone Creek Drive, Rex, GA, 30273",1687471
p1655615,ATL00363,3894,3422 Sable Chase Ln,"3422 Sable Chase Ln, Atlanta, GA, 30349",1687472
p1655616,ATL00364,3895,2723 Cavalier Drive,"2723 Cavalier Drive, Decatur, GA, 30034",1687473
p1655617,ATL00365,3896,7645 Bowhead Court,"7645 Bowhead Court, Fairburn, GA, 30213",1687474
p1655618,ATL00366,3897,3283 Idle Creek Ct,"3283 Idle Creek Ct, Decatur, GA, 30034",1687475
p1655619,ATL00367,3898,7590 Jumpers Trail,"7590 Jumpers Trail, Fairburn, GA, 30213",1687476
p1655620,ATL00368,3899,2056 Registry Place,"2056 Registry Place, Hampton, GA, 30228",1687477
p1655621,ATL00369,3900,7188 Mill Arbor,"7188 Mill Arbor, Lithonia, GA, 30058",1687478
p1655622,ATL00370,3901,4411 Marci Street,"4411 Marci Street, Snellville, GA, 30039",1687479
p1655623,ATL00371,3902,1945 Banks Way,"1945 Banks Way, Atlanta, GA, 30349",1687480
p1655624,ATL00372,3903,846 Stonebridge Crescent,"846 Stonebridge Crescent, Lithonia, GA, 30058",1687481
p1655625,ATL00373,3904,5183 Estonian Drive,"5183 Estonian Drive, Fairburn, GA, 30213",1687482
p1655626,ATL00374,3905,172 Summit View Drive,"172 Summit View Drive, McDonough, GA, 30253",1687483
p1655627,ATL00375,3906,"2600 Clifton Downs Trail, SE","2600 Clifton Downs Trail, SE, Atlanta, GA, 30316",1687484
p1655628,ATL00376,3907,875 Westfield Row NW,"875 Westfield Row NW, Acworth, GA, 30102",1687485
p1655629,ATL00377,3908,4317 Savannah Trail,"4317 Savannah Trail, Atlanta, GA, 30349",1687486
p1655630,ATL00378,3909,769 Lavender Lane,"769 Lavender Lane, Union City, GA, 30291",1687487
p1655631,ATL00379,3910,1334 Colonial Trce NW,"1334 Colonial Trce NW, Acworth, GA, 30102",1687488
p1655632,ATL00380,3911,11886 Fairway Overlook,"11886 Fairway Overlook, Fayetteville, GA, 30215",1687489
p1655633,ATL00381,3912,404 Canoga Court,"404 Canoga Court, McDonough, GA, 30253",1687490
p1655634,ATL00382,3913,222 Ben Lane,"222 Ben Lane, Fairburn, GA, 30213",1687491
p1655635,ATL00383,3914,"6232 Selborn Drive, SW","6232 Selborn Drive, SW, Atlanta, GA, 30331",1687492
p1655636,ATL00384,3915,3663 Caseys Cove,"3663 Caseys Cove, Ellenwood, GA, 30294",1687493
p1655637,ATL00385,3916,2182 Ramblewood Circle,"2182 Ramblewood Circle, Decatur, GA, 30035",1687494
p1655638,ATL00386,3917,7044 Shenandoah Trail,"7044 Shenandoah Trail, Austell, GA, 30168",1687495
p1655639,ATL00387,3918,217 Eagles Crest Court,"217 Eagles Crest Court, McDonough, GA, 30253",1687496
p1655640,ATL00388,3919,6000 Valley Green Road,"6000 Valley Green Road, Lithonia, GA, 30058",1687497
p1655641,ATL00389,3920,6641 Poplar Grove Way,"6641 Poplar Grove Way, Stone Mountain, GA, 30087",1687498
p1655642,ATL00390,3921,1638 Duren Fields Way,"1638 Duren Fields Way, Lithonia, GA, 30058",1687499
p1655643,ATL00391,3922,6574 Splitpine Court,"6574 Splitpine Court, Atlanta, GA, 30349",1687500
p1655644,ATL00392,3923,5536 Pennybrook Trail,"5536 Pennybrook Trail, Stone Mountain, GA, 30087",1687501
p1655645,ATL00393,3924,657 McKenzie Circle,"657 McKenzie Circle, Stockbridge, GA, 30281",1687502
p1655646,ATL00394,3925,111 E Mays Road,"111 E Mays Road, Stockbridge, GA, 30281",1687503
p1655647,ATL00395,3926,41 Arrowhead Dr,"41 Arrowhead Dr, Dallas, GA, 30132",1687504
p1655648,ATL00396,3927,2513 Sylvan Road,"2513 Sylvan Road, East Point, GA, 30344",1687505
p1655649,ATL00397,3928,4000 Meadow Glen Way,"4000 Meadow Glen Way, Fairburn, GA, 30213",1687506
p1655650,ATL00398,3929,8961 Dorsey Rd,"8961 Dorsey Rd, Riverdale, GA, 30274",1687507
p1655651,ATL00399,3930,3884 Tanglewood Rd,"3884 Tanglewood Rd, Snellville, GA, 30039",1687508
p1655652,ATL00400,3931,840 Slaton St,"840 Slaton St, Forest Park, GA, 30297",1687509
p1638934,ATL00401,3932,2764 Scenic Terr,"2764 Scenic Terr, East Point, GA, 30334",1670712
p1655653,ATL00402,3933,6596 Oakwood Dr,"6596 Oakwood Dr, Douglasville, GA, 30135",1687510
p1655654,ATL00403,3934,5551 Downs Way,"5551 Downs Way, Lithonia, GA, 30058",1687511
p1655655,ATL00404,3935,3840 W Wood Path,"3840 W Wood Path, Stone Mountain, GA, 30083",1687512
p1655656,ATL00405,3936,820 Autumn Bluffs,"820 Autumn Bluffs, Fairburn, GA, 30213",1687513
p1655657,ATL00406,3937,533 Bridgeport Place,"533 Bridgeport Place, Monroe, GA, 30655",1687514
p1655658,ATL00407,3938,7250 Oakley Ct,"7250 Oakley Ct, Union City, GA, 30291",1687515
p1655659,ATL00408,3939,4260 Carlos Court,"4260 Carlos Court, Powder Springs, GA, 30127",1687516
p1655660,ATL00409,3940,3773 Sarahs Ln,"3773 Sarahs Ln, Tucker, GA, 30084",1687517
p1655661,ATL00410,3941,7301 Fern Ct.,"7301 Fern Ct., Riverdale, GA, 30296",1687518
p1655662,ATL00411,3942,240 Cecil Way,"240 Cecil Way, McDonough, GA, 30252",1687519
p1655663,ATL00412,3943,9274 Club View Trce,"9274 Club View Trce, Riverdale, GA, 30274",1687520
p1655664,ATL00413,3944,3507 Kingsbrooke Ct,"3507 Kingsbrooke Ct, Decatur, GA, 30034",1687521
p1655665,ATL00414,3945,7152 Banks Mill Rd,"7152 Banks Mill Rd, Douglasville, GA, 30135",1687522
p1655666,ATL00415,3946,6511 Melandre Drive,"6511 Melandre Drive, Morrow, GA, 30260",1687523
p1655667,ATL00416,3947,70 Tralee Trce,"70 Tralee Trce, Sharpsburg, GA, 30277",1687524
p1655668,ATL00417,3948,349 Victorian Cir,"349 Victorian Cir, Dallas, GA, 30157",1687525
p1655669,ATL00418,3949,2208 Tuley Drive,"2208 Tuley Drive, Douglasville, GA, 30135",1687526
p1655670,ATL00419,3950,6514 Holly Lane,"6514 Holly Lane, Union City, GA, 30291",1687527
p1655671,ATL00420,3951,3310 S Whisper Dr,"3310 S Whisper Dr, Douglasville, GA, 30135",1687528
p1655672,ATL00421,3952,6445 Fouts Mill Rd,"6445 Fouts Mill Rd, Douglasville, GA, 30135",1687529
p1655673,ATL00422,3953,585 Mcwilliams Rd Se Unit 2408,"585 Mcwilliams Rd Se Unit 2408, Atlanta, GA, 30315",1687530
p1655674,ATL00423,3954,800 Hemingway Road,"800 Hemingway Road, Stone Mountain, GA, 30088",1687531
p1655675,ATL00424,3955,3251 Casa Linda Dr,"3251 Casa Linda Dr, Decatur, GA, 30032",1687532
p1655676,ATL00425,3956,64 Ann Cir SE,"64 Ann Cir SE, Cartersville, GA, 30121",1687533
p1655677,ATL00426,3957,3618 Oakleaf Pass,"3618 Oakleaf Pass, Fairburn, GA, 30213",1687534
p1655678,ATL00427,3958,7407 Golfers Point,"7407 Golfers Point, Villa Rica, GA, 30180",1687535
p1655679,ATL00428,3959,4230 Old Rock Cut Rd,"4230 Old Rock Cut Rd, Conley, GA, 30288",1687536
p1655680,ATL00429,3960,503 Watson Bay Trail,"503 Watson Bay Trail, Stone Mountain, GA, 30087",1687537
p1655681,ATL00430,3961,2858 Carriage Ln,"2858 Carriage Ln, College Park, GA, 30349",1687538
p1655682,ATL00431,3962,7643 Cedar Grove Court,"7643 Cedar Grove Court, Fairburn, GA, 30213",1687539
p1655683,ATL00432,3963,2815 Deerwood Ln,"2815 Deerwood Ln, Atlanta, GA, 30331",1687540
p1655684,ATL00433,3964,3416 Homeward Trail,"3416 Homeward Trail, Ellenwood, GA, 30294",1687541
p1655685,ATL00434,3965,355 Mary Dr,"355 Mary Dr, McDonough, GA, 30252",1687542
p1655686,ATL00435,3966,1760 Courtyard Lane,"1760 Courtyard Lane, Mcdonough, GA, 30252",1687543
p1655687,ATL00436,3967,4539 Moon Valley Ln,"4539 Moon Valley Ln, Lithonia, GA, 30038",1687544
p1655688,ATL00437,3968,7404 Appaloosa Cove,"7404 Appaloosa Cove, Fairburn, GA, 30213",1687545
p1655689,ATL00438,3969,2532 Brookgate Xing,"2532 Brookgate Xing, Ellenwood, GA, 30294",1687546
p1655690,ATL00439,3970,154 Watercress Court,"154 Watercress Court, Stockbridge, GA, 30281",1687547
p1655691,ATL00440,3971,8373 Lake Drive,"8373 Lake Drive, Snellville, GA, 30039",1687548
p1655692,ATL00441,3972,153 Brasch Park Dr,"153 Brasch Park Dr, Grantville, GA, 30220",1687549
p1655693,ATL00442,3973,43 Robin Hood Rd,"43 Robin Hood Rd, Covington, GA, 30014",1687550
p1655694,ATL00443,3974,7217 Lake Crossing,"7217 Lake Crossing, Stone Mountain, GA, 30087",1687551
p1655695,ATL00444,3975,2456 Quincy Loop,"2456 Quincy Loop, Fairburn, GA, 30291",1687552
p1655696,ATL00445,3976,168 Watercress Ct.,"168 Watercress Ct., Stockbridge, GA, 30281",1687553
p1655697,ATL00446,3977,108 Howard Ave,"108 Howard Ave, Cartersville, GA, 30121",1687554
p1655698,ATL00447,3978,4275 Dawning Ln,"4275 Dawning Ln, Douglasville, GA, 30135",1687555
p1655699,ATL00448,3979,6850 Pea Ridge Road,"6850 Pea Ridge Road, Gainesville, GA, 30506",1687556
p1655700,ATL00449,3980,110 Grove Springs Road,"110 Grove Springs Road, Locust Grove, GA, 30248",1687557
p1655701,ATL00450,3981,5420 Saint Lo Lane,"5420 Saint Lo Lane, Atlanta, GA, 30349",1687558
p1655702,ATL00451,3982,2119 Blue Creek Ct,"2119 Blue Creek Ct, Conley, GA, 30288",1687559
p1655703,ATL00452,3983,3840 nations Dr,"3840 nations Dr, Douglasville, GA, 30135",1687560
p1655704,ATL00453,3984,6342 Pawleys Isle,"6342 Pawleys Isle, Lithonia, GA, 30058",1687561
p1655705,ATL00454,3985,3384 Mount Olive Road,"3384 Mount Olive Road, East Point, GA, 30344",1687562
p1655706,ATL00455,3986,5391 Hall Cir,"5391 Hall Cir, Union City, GA, 30291",1687563
p1655707,ATL00456,3987,200 Woodwind Way,"200 Woodwind Way, Jonesboro, GA, 30238",1687564
p1655708,ATL00457,3988,3680 Douglas Ridge Trl,"3680 Douglas Ridge Trl, Douglasville, GA, 30135",1687565
p1655709,ATL00458,3989,722 Bluemist Cove,"722 Bluemist Cove, College Park, GA, 30349",1687566
p1655710,ATL00459,3990,6234 Sayler Park,"6234 Sayler Park, Lithonia, GA, 30058",1687567
p1655711,ATL00460,3991,4768 Highpoint Way,"4768 Highpoint Way, Atlanta, GA, 30349",1687568
p1655712,ATL00461,3992,193 Little Joe Ct,"193 Little Joe Ct, Riverdale, GA, 30274",1687569
p1655713,ATL00462,3993,1440 Muirfield Dr,"1440 Muirfield Dr, Stone Mountain, GA, 30088",1687570
p1655714,ATL00463,3994,2783 Willow Tree Overlook,"2783 Willow Tree Overlook, Douglasville, GA, 30135",1687571
p1655715,ATL00464,3995,703 Inland Way,"703 Inland Way, Lilburn, GA, 30047",1687572
p1655716,ATL00465,3996,9524 Whaleys Lake Trce,"9524 Whaleys Lake Trce, Jonesboro, GA, 30238",1687573
